
                                                      Exchange Bybit has 2538 active markets                                                      
┏━━━━━━━━━━━━━━━━━━━━━━━━━━━┳━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━┳━━━━━━━━━━━━━━━━━┳━━━━━━━┳━━━━━━━━┳━━━━━━┳━━━━━━━━┳━━━━━━━━┳━━━━━━━━━━┳━━━━━━━━━━━━━┓
┃                        Id ┃                        Symbol ┃            Base ┃ Quote ┃ Active ┃ Spot ┃ Margin ┃ Future ┃ Leverage ┃   Min Stake ┃
┡━━━━━━━━━━━━━━━━━━━━━━━━━━━╇━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━╇━━━━━━━━━━━━━━━━━╇━━━━━━━╇━━━━━━━━╇━━━━━━╇━━━━━━━━╇━━━━━━━━╇━━━━━━━━━━╇━━━━━━━━━━━━━┩
│                    0GUSDT │                  0G/USDT:USDT │              0G │  USDT │   True │      │        │ Future │     50.0 │    0.103803 │
│       1000000BABYDOGEUSDT │     1000000BABYDOGE/USDT:USDT │ 1000000BABYDOGE │  USDT │   True │      │        │ Future │     25.0 │   0.0734685 │
│         1000000CHEEMSUSDT │       1000000CHEEMS/USDT:USDT │   1000000CHEEMS │  USDT │   True │      │        │ Future │     12.5 │     1.67706 │
│            1000000MOGUSDT │          1000000MOG/USDT:USDT │      1000000MOG │  USDT │   True │      │        │ Future │     50.0 │       0.357 │
│             10000ELONUSDT │           10000ELON/USDT:USDT │       10000ELON │  USDT │   True │      │        │ Future │      5.0 │     0.05061 │
│            10000QUBICUSDT │          10000QUBIC/USDT:USDT │      10000QUBIC │  USDT │   True │      │        │ Future │      5.0 │   0.0726705 │
│             10000SATSUSDT │           10000SATS/USDT:USDT │       10000SATS │  USDT │   True │      │        │ Future │     12.5 │   0.0176295 │
│              1000BONKPERP │            1000BONK/USDC:USDC │        1000BONK │  USDC │   True │      │        │ Future │     75.0 │   0.4382385 │
│              1000BONKUSDT │            1000BONK/USDT:USDT │        1000BONK │  USDT │   True │      │        │ Future │     50.0 │    0.961275 │
│               1000BTTUSDT │             1000BTT/USDT:USDT │         1000BTT │  USDT │   True │      │        │ Future │     12.5 │    0.047292 │
│               1000CATUSDT │             1000CAT/USDT:USDT │         1000CAT │  USDT │   True │      │        │ Future │     20.0 │   0.0049098 │
│             1000FLOKIUSDT │           1000FLOKI/USDT:USDT │       1000FLOKI │  USDT │   True │      │        │ Future │     50.0 │    0.041055 │
│              1000LUNCUSDT │            1000LUNC/USDT:USDT │        1000LUNC │  USDT │   True │      │        │ Future │     25.0 │   0.0446985 │
│          1000NEIROCTOPERP │        1000NEIROCTO/USDC:USDC │    1000NEIROCTO │  USDC │   True │      │        │ Future │     20.0 │   0.4547025 │
│          1000NEIROCTOUSDT │        1000NEIROCTO/USDT:USDT │    1000NEIROCTO │  USDT │   True │      │        │ Future │     50.0 │   0.1502025 │
│              1000PEPEPERP │            1000PEPE/USDC:USDC │        1000PEPE │  USDC │   True │      │        │ Future │     50.0 │    0.652995 │
│              1000PEPEUSDT │            1000PEPE/USDT:USDT │        1000PEPE │  USDT │   True │      │        │ Future │     50.0 │     0.52689 │
│              1000RATSUSDT │            1000RATS/USDT:USDT │        1000RATS │  USDT │   True │      │        │ Future │     20.0 │     0.47838 │
│               1000TAGUSDT │             1000TAG/USDT:USDT │         1000TAG │  USDT │   True │      │        │ Future │      5.0 │     0.49308 │
│             1000TOSHIUSDT │           1000TOSHI/USDT:USDT │       1000TOSHI │  USDT │   True │      │        │ Future │     25.0 │     0.43092 │
│             1000TURBOUSDT │           1000TURBO/USDT:USDT │       1000TURBO │  USDT │   True │      │        │ Future │     25.0 │     2.08929 │
│                 1000XUSDT │               1000X/USDT:USDT │           1000X │  USDT │   True │      │        │ Future │      5.0 │    0.608475 │
│               1000XECUSDT │             1000XEC/USDT:USDT │         1000XEC │  USDT │   True │      │        │ Future │     12.5 │     0.13062 │
│                  1INCHETH │                     1INCH/ETH │           1INCH │   ETH │   True │ Spot │        │        │      1.0 │    0.000105 │
│                 1INCHUSDE │                    1INCH/USDE │           1INCH │  USDE │   True │ Spot │        │        │      1.0 │        1.05 │
│                 1INCHUSDT │                    1INCH/USDT │           1INCH │  USDT │   True │ Spot │ Margin │        │      1.0 │        1.05 │
│                 1INCHUSDT │               1INCH/USDT:USDT │           1INCH │  USDT │   True │      │        │ Future │     25.0 │   0.0163716 │
│                    2ZUSDT │                  2Z/USDT:USDT │              2Z │  USDT │   True │      │        │ Future │     50.0 │    0.121758 │
│                     4USDT │                   4/USDT:USDT │               4 │  USDT │   True │      │        │ Future │     12.5 │     0.05565 │
│                  5IREUSDC │                     5IRE/USDC │            5IRE │  USDC │   True │ Spot │        │        │      1.0 │        1.05 │
│                  5IREUSDT │                     5IRE/USDT │            5IRE │  USDT │   True │ Spot │        │        │      1.0 │        1.05 │
│                    9BUSDT │                       9B/USDT │              9B │  USDT │   True │ Spot │        │        │      1.0 │        5.25 │
│                     AUSDT │                   A/USDT:USDT │               A │  USDT │   True │      │        │ Future │     50.0 │    0.659295 │
│                   A2ZUSDT │                 A2Z/USDT:USDT │             A2Z │  USDT │   True │      │        │ Future │      5.0 │     0.50988 │
│                  AAPLXETH │                     AAPLX/ETH │           AAPLX │   ETH │   True │ Spot │        │        │      1.0 │     0.00105 │
│                 AAPLXUSDT │                    AAPLX/USDT │           AAPLX │  USDT │   True │ Spot │        │        │      1.0 │        5.25 │
│                   AAVEACH │                      AAVE/ACH │            AAVE │   ACH │   True │ Spot │        │        │      1.0 │    1.05e-06 │
│                   AAVEUSD │                 AAVE/USD:AAVE │            AAVE │   USD │   True │      │        │        │      1.0 │         0.0 │
│                  AAVEUSDC │                     AAVE/USDC │            AAVE │  USDC │   True │ Spot │        │        │      1.0 │        1.05 │
│                  AAVEPERP │                AAVE/USDC:USDC │            AAVE │  USDC │   True │      │        │ Future │     20.0 │        1.68 │
│                  AAVEUSDT │                AAVE/USDT:USDT │            AAVE │  USDT │   True │      │        │ Future │     75.0 │     1.61784 │
│                   ACAUSDC │                      ACA/USDC │             ACA │  USDC │   True │ Spot │        │        │      1.0 │    0.000105 │
│                   ACAUSDT │                      ACA/USDT │             ACA │  USDT │   True │ Spot │        │        │      1.0 │      0.0105 │
│                   ACEUSDT │                 ACE/USDT:USDT │             ACE │  USDT │   True │      │        │ Future │     25.0 │    0.027258 │
│                   ACHUSDC │                      ACH/USDC │             ACH │  USDC │   True │ Spot │        │        │      1.0 │    0.000105 │
│                   ACHUSDT │                      ACH/USDT │             ACH │  USDT │   True │ Spot │        │        │      1.0 │      0.0105 │
│                   ACHUSDT │                 ACH/USDT:USDT │             ACH │  USDT │   True │      │        │ Future │     25.0 │   0.1230705 │
│                   ACMUSDT │                      ACM/USDT │             ACM │  USDT │   True │ Spot │        │        │      1.0 │        1.05 │
